row,Happiness_Rank,Country,Region,Happiness_Score,GDP_per_Capita,Family_(Social_Support),Health_(Life_Expectancy),Freedom,Trust_(Government_Corruption),Generosity,Year,,,,,,,,,,
61,62,Hungary,Central and Eastern Europe,5.758,1.201,1.410,0.828,0.199,0.020,0.081,2019,,,,,,,,,,
62,63,Paraguay,Latin America and Caribbean,5.743,0.855,1.475,0.777,0.514,0.080,0.184,2019,,,,,,,,,,
63,64,Northern Cyprus,-,5.718,1.263,1.252,1.042,0.417,0.162,0.191,2019,,,,,,,,,,
64,65,Peru,Latin America and Caribbean,5.697,0.960,1.274,0.854,0.455,0.027,0.083,2019,,,,,,,,,,
65,66,Portugal,Western Europe,5.693,1.221,1.431,0.999,0.508,0.025,0.047,2019,,,,,,,,,,
66,67,Pakistan,Southern Asia,5.653,0.677,0.886,0.535,0.313,0.098,0.220,2019,,,,,,,,,,
67,68,Russia,Central and Eastern Europe,5.648,1.183,1.452,0.726,0.334,0.031,0.082,2019,,,,,,,,,,
68,69,Philippines,Southeastern Asia,5.631,0.807,1.293,0.657,0.558,0.107,0.117,2019,,,,,,,,,,
69,70,Serbia,Central and Eastern Europe,5.603,1.004,1.383,0.854,0.282,0.039,0.137,2019,,,,,,,,,,
70,71,Moldova,Central and Eastern Europe,5.529,0.685,1.328,0.739,0.245,0.000,0.181,2019,,,,,,,,,,
71,72,Libya,Middle East and Northern Africa,5.525,1.044,1.303,0.673,0.416,0.152,0.133,2019,,,,,,,,,,
72,73,Montenegro,Central and Eastern Europe,5.523,1.051,1.361,0.871,0.197,0.080,0.142,2019,,,,,,,,,,
73,74,Tajikistan,Central and Eastern Europe,5.467,0.493,1.098,0.718,0.389,0.144,0.230,2019,,,,,,,,,,
74,75,Croatia,Central and Eastern Europe,5.432,1.155,1.266,0.914,0.296,0.022,0.119,2019,,,,,,,,,,
75,76,Hong Kong,Eastern Asia,5.430,1.438,1.277,1.122,0.440,0.287,0.258,2019,,,,,,,,,,
76,77,Dominican Republic,Latin America and Caribbean,5.425,1.015,1.401,0.779,0.497,0.101,0.113,2019,,,,,,,,,,
77,78,Bosnia and Herzegovina,Central and Eastern Europe,5.386,0.945,1.212,0.845,0.212,0.006,0.263,2019,,,,,,,,,,
78,79,Turkey,Middle East and Northern Africa,5.373,1.183,1.360,0.808,0.195,0.106,0.083,2019,,,,,,,,,,
79,80,Malaysia,Southeastern Asia,5.339,1.221,1.171,0.828,0.508,0.024,0.260,2019,,,,,,,,,,
80,81,Belarus,Central and Eastern Europe,5.323,1.067,1.465,0.789,0.235,0.142,0.094,2019,,,,,,,,,,
81,82,Greece,Western Europe,5.287,1.181,1.156,0.999,0.067,0.034,0.000,2019,,,,,,,,,,
82,83,Mongolia,Eastern Asia,5.285,0.948,1.531,0.667,0.317,0.038,0.235,2019,,,,,,,,,,
83,84,North Macedonia,-,5.274,0.983,1.294,0.838,0.345,0.034,0.185,2019,,,,,,,,,,
84,85,Nigeria,Sub-Saharan Africa,5.265,0.696,1.111,0.245,0.426,0.041,0.215,2019,,,,,,,,,,
85,86,Kyrgyzstan,Central and Eastern Europe,5.261,0.551,1.438,0.723,0.508,0.023,0.300,2019,,,,,,,,,,
86,87,Turkmenistan,Central and Eastern Europe,5.247,1.052,1.538,0.657,0.394,0.028,0.244,2019,,,,,,,,,,
87,88,Algeria,Middle East and Northern Africa,5.211,1.002,1.160,0.785,0.086,0.114,0.073,2019,,,,,,,,,,
88,89,Morocco,Middle East and Northern Africa,5.208,0.801,0.782,0.782,0.418,0.076,0.036,2019,,,,,,,,,,
89,90,Azerbaijan,Central and Eastern Europe,5.208,1.043,1.147,0.769,0.351,0.182,0.035,2019,,,,,,,,,,
90,91,Lebanon,Middle East and Northern Africa,5.197,0.987,1.224,0.815,0.216,0.027,0.166,2019,,,,,,,,,,
91,92,Indonesia,Southeastern Asia,5.192,0.931,1.203,0.660,0.491,0.028,0.498,2019,,,,,,,,,,
92,93,China,Eastern Asia,5.191,1.029,1.125,0.893,0.521,0.100,0.058,2019,,,,,,,,,,
93,94,Vietnam,Southeastern Asia,5.175,0.741,1.346,0.851,0.543,0.073,0.147,2019,,,,,,,,,,
94,95,Bhutan,Southern Asia,5.082,0.813,1.321,0.604,0.457,0.167,0.370,2019,,,,,,,,,,
95,96,Cameroon,Sub-Saharan Africa,5.044,0.549,0.910,0.331,0.381,0.037,0.187,2019,,,,,,,,,,
96,97,Bulgaria,Central and Eastern Europe,5.011,1.092,1.513,0.815,0.311,0.004,0.081,2019,,,,,,,,,,
97,98,Ghana,Sub-Saharan Africa,4.996,0.611,0.868,0.486,0.381,0.040,0.245,2019,,,,,,,,,,
98,99,Ivory Coast,Sub-Saharan Africa,4.944,0.569,0.808,0.232,0.352,0.090,0.154,2019,,,,,,,,,,
99,100,Nepal,Southern Asia,4.913,0.446,1.226,0.677,0.439,0.089,0.285,2019,,,,,,,,,,
100,101,Jordan,Middle East and Northern Africa,4.906,0.837,1.225,0.815,0.383,0.130,0.110,2019,,,,,,,,,,
101,102,Benin,Sub-Saharan Africa,4.883,0.393,0.437,0.397,0.349,0.082,0.175,2019,,,,,,,,,,
102,103,Congo (Brazzaville),Sub-Saharan Africa,4.812,0.673,0.799,0.508,0.372,0.093,0.105,2019,,,,,,,,,,
103,104,Gabon,Sub-Saharan Africa,4.799,1.057,1.183,0.571,0.295,0.055,0.043,2019,,,,,,,,,,
104,105,Laos,Southeastern Asia,4.796,0.764,1.030,0.551,0.547,0.164,0.266,2019,,,,,,,,,,
105,106,South Africa,Sub-Saharan Africa,4.722,0.960,1.351,0.469,0.389,0.055,0.130,2019,,,,,,,,,,
106,107,Albania,Central and Eastern Europe,4.719,0.947,0.848,0.874,0.383,0.027,0.178,2019,,,,,,,,,,
107,108,Venezuela,Latin America and Caribbean,4.707,0.960,1.427,0.805,0.154,0.047,0.064,2019,,,,,,,,,,
108,109,Cambodia,Southeastern Asia,4.700,0.574,1.122,0.637,0.609,0.062,0.232,2019,,,,,,,,,,
109,110,Palestinian Territories,Middle East and Northern Africa,4.696,0.657,1.247,0.672,0.225,0.066,0.103,2019,,,,,,,,,,
110,111,Senegal,Sub-Saharan Africa,4.681,0.450,1.134,0.571,0.292,0.072,0.153,2019,,,,,,,,,,
111,112,Somalia,-,4.668,0.000,0.698,0.268,0.559,0.270,0.243,2019,,,,,,,,,,
112,113,Namibia,-,4.639,0.879,1.313,0.477,0.401,0.056,0.070,2019,,,,,,,,,,
113,114,Niger,Sub-Saharan Africa,4.628,0.138,0.774,0.366,0.318,0.102,0.188,2019,,,,,,,,,,
114,115,Burkina Faso,Sub-Saharan Africa,4.587,0.331,1.056,0.380,0.255,0.113,0.177,2019,,,,,,,,,,
115,116,Armenia,Central and Eastern Europe,4.559,0.850,1.055,0.815,0.283,0.064,0.095,2019,,,,,,,,,,
116,117,Iran,Middle East and Northern Africa,4.548,1.100,0.842,0.785,0.305,0.125,0.270,2019,,,,,,,,,,
117,118,Guinea,Sub-Saharan Africa,4.534,0.380,0.829,0.375,0.332,0.086,0.207,2019,,,,,,,,,,
118,119,Georgia,Central and Eastern Europe,4.519,0.886,0.666,0.752,0.346,0.164,0.043,2019,,,,,,,,,,
119,120,Gambia,-,4.516,0.308,0.939,0.428,0.382,0.167,0.269,2019,,,,,,,,,,
120,121,Kenya,Sub-Saharan Africa,4.509,0.512,0.983,0.581,0.431,0.053,0.372,2019,,,,,,,,,,
121,122,Mauritania,Sub-Saharan Africa,4.490,0.570,1.167,0.489,0.066,0.088,0.106,2019,,,,,,,,,,
122,123,Mozambique,Sub-Saharan Africa,4.466,0.204,0.986,0.390,0.494,0.138,0.197,2019,,,,,,,,,,
123,124,Tunisia,Middle East and Northern Africa,4.461,0.921,1.000,0.815,0.167,0.055,0.059,2019,,,,,,,,,,
124,125,Bangladesh,Southern Asia,4.456,0.562,0.928,0.723,0.527,0.143,0.166,2019,,,,,,,,,,
125,126,Iraq,Middle East and Northern Africa,4.437,1.043,0.980,0.574,0.241,0.089,0.148,2019,,,,,,,,,,
126,127,Congo (Kinshasa),Sub-Saharan Africa,4.418,0.094,1.125,0.357,0.269,0.053,0.212,2019,,,,,,,,,,
127,128,Mali,Sub-Saharan Africa,4.390,0.385,1.105,0.308,0.327,0.052,0.153,2019,,,,,,,,,,
128,129,Sierra Leone,Sub-Saharan Africa,4.374,0.268,0.841,0.242,0.309,0.045,0.252,2019,,,,,,,,,,
129,130,Sri Lanka,Southern Asia,4.366,0.949,1.265,0.831,0.470,0.047,0.244,2019,,,,,,,,,,
130,131,Myanmar,Southeastern Asia,4.360,0.710,1.181,0.555,0.525,0.172,0.566,2019,,,,,,,,,,
131,132,Chad,Sub-Saharan Africa,4.350,0.350,0.766,0.192,0.174,0.078,0.198,2019,,,,,,,,,,
132,133,Ukraine,Central and Eastern Europe,4.332,0.820,1.390,0.739,0.178,0.010,0.187,2019,,,,,,,,,,
133,134,Ethiopia,Sub-Saharan Africa,4.286,0.336,1.033,0.532,0.344,0.100,0.209,2019,,,,,,,,,,
134,135,Swaziland,Sub-Saharan Africa,4.212,0.811,1.149,0.000,0.313,0.135,0.074,2019,,,,,,,,,,
135,136,Uganda,Sub-Saharan Africa,4.189,0.332,1.069,0.443,0.356,0.060,0.252,2019,,,,,,,,,,
136,137,Egypt,Middle East and Northern Africa,4.166,0.913,1.039,0.644,0.241,0.067,0.076,2019,,,,,,,,,,
137,138,Zambia,Sub-Saharan Africa,4.107,0.578,1.058,0.426,0.431,0.087,0.247,2019,,,,,,,,,,
138,139,Togo,Sub-Saharan Africa,4.085,0.275,0.572,0.410,0.293,0.085,0.177,2019,,,,,,,,,,
139,140,India,Southern Asia,4.015,0.755,0.765,0.588,0.498,0.085,0.200,2019,,,,,,,,,,
140,141,Liberia,Sub-Saharan Africa,3.975,0.073,0.922,0.443,0.370,0.033,0.233,2019,,,,,,,,,,
141,142,Comoros,Sub-Saharan Africa,3.973,0.274,0.757,0.505,0.142,0.078,0.275,2019,,,,,,,,,,
142,143,Madagascar,Sub-Saharan Africa,3.933,0.274,0.916,0.555,0.148,0.041,0.169,2019,,,,,,,,,,
143,144,Lesotho,Sub-Saharan Africa,3.802,0.489,1.169,0.168,0.359,0.093,0.107,2019,,,,,,,,,,
144,145,Burundi,Sub-Saharan Africa,3.775,0.046,0.447,0.380,0.220,0.180,0.176,2019,,,,,,,,,,
145,146,Zimbabwe,Sub-Saharan Africa,3.663,0.366,1.114,0.433,0.361,0.089,0.151,2019,,,,,,,,,,
146,147,Haiti,Latin America and Caribbean,3.597,0.323,0.688,0.449,0.026,0.110,0.419,2019,,,,,,,,,,
147,148,Botswana,Sub-Saharan Africa,3.488,1.041,1.145,0.538,0.455,0.100,0.025,2019,,,,,,,,,,
148,149,Syria,Middle East and Northern Africa,3.462,0.619,0.378,0.440,0.013,0.141,0.331,2019,,,,,,,,,,
149,150,Malawi,Sub-Saharan Africa,3.410,0.191,0.560,0.495,0.443,0.089,0.218,2019,,,,,,,,,,
150,151,Yemen,Middle East and Northern Africa,3.380,0.287,1.163,0.463,0.143,0.077,0.108,2019,,,,,,,,,,
151,152,Rwanda,Sub-Saharan Africa,3.334,0.359,0.711,0.614,0.555,0.411,0.217,2019,,,,,,,,,,
152,153,Tanzania,Sub-Saharan Africa,3.231,0.476,0.885,0.499,0.417,0.147,0.276,2019,,,,,,,,,,
153,154,Afghanistan,Southern Asia,3.203,0.350,0.517,0.361,0.000,0.025,0.158,2019,,,,,,,,,,
154,155,Central African Republic,Sub-Saharan Africa,3.083,0.026,0.000,0.105,0.225,0.035,0.235,2019,,,,,,,,,,
155,156,S. Sudan,-,2.853,0.306,0.575,0.295,0.010,0.091,0.202,2019,,,,,,,,,,
0,1,Finland,Western Europe,7.809,1.285,1.500,0.961,0.662,0.478,0.160,2020,,,,,,,,,,
1,2,Denmark,Western Europe,7.646,1.327,1.503,0.979,0.665,0.495,0.243,2020,,,,,,,,,,
2,3,Switzerland,Western Europe,7.560,1.391,1.472,1.041,0.629,0.408,0.269,2020,,,,,,,,,,
3,4,Iceland,Western Europe,7.504,1.327,1.548,1.001,0.662,0.145,0.362,2020,,,,,,,,,,
4,5,Norway,Western Europe,7.488,1.424,1.495,1.008,0.670,0.434,0.288,2020,,,,,,,,,,
5,6,Netherlands,Western Europe,7.449,1.339,1.464,0.976,0.614,0.369,0.336,2020,,,,,,,,,,
6,7,Sweden,Western Europe,7.353,1.322,1.433,0.986,0.650,0.442,0.273,2020,,,,,,,,,,
7,8,New Zealand,North America and ANZ,7.300,1.242,1.487,1.008,0.647,0.461,0.326,2020,,,,,,,,,,
8,9,Austria,Western Europe,7.294,1.317,1.437,1.001,0.603,0.281,0.256,2020,,,,,,,,,,
9,10,Luxembourg,Western Europe,7.238,1.537,1.388,0.986,0.610,0.367,0.196,2020,,,,,,,,,,
10,11,Canada,North America and ANZ,7.232,1.302,1.435,1.023,0.644,0.352,0.282,2020,,,,,,,,,,
11,12,Australia,North America and ANZ,7.223,1.310,1.477,1.023,0.622,0.336,0.325,2020,,,,,,,,,,
12,13,United Kingdom,Western Europe,7.165,1.273,1.458,0.976,0.525,0.323,0.373,2020,,,,,,,,,,
13,14,Israel,Middle East and North Africa,7.129,1.216,1.403,1.008,0.421,0.100,0.267,2020,,,,,,,,,,
14,15,Costa Rica,Latin America and Caribbean,7.121,0.981,1.375,0.940,0.645,0.096,0.131,2020,,,,,,,,,,
15,16,Ireland,Western Europe,7.094,1.447,1.471,0.976,0.588,0.373,0.295,2020,,,,,,,,,,
16,17,Germany,Western Europe,7.076,1.314,1.369,0.972,0.564,0.309,0.252,2020,,,,,,,,,,
17,18,United States of America,North America and ANZ,6.940,1.374,1.405,0.832,0.535,0.152,0.298,2020,,,,,,,,,,
18,19,Czech Republic,Central and Eastern Europe,6.911,1.212,1.405,0.895,0.506,0.050,0.046,2020,,,,,,,,,,
19,20,Belgium,Western Europe,6.864,1.296,1.399,0.965,0.500,0.209,0.147,2020,,,,,,,,,,
20,21,United Arab Emirates,Middle East and North Africa,6.791,1.431,1.251,0.788,0.653,0.220,0.281,2020,,,,,,,,,,
21,22,Malta,Western Europe,6.773,1.253,1.443,0.972,0.633,0.179,0.341,2020,,,,,,,,,,
22,23,France,Western Europe,6.664,1.268,1.459,1.030,0.514,0.227,0.113,2020,,,,,,,,,,
23,24,Mexico,Latin America and Caribbean,6.465,1.024,1.226,0.832,0.554,0.083,0.083,2020,,,,,,,,,,
24,25,Taiwan Province of China,East Asia,6.455,1.327,1.358,0.878,0.449,0.132,0.151,2020,,,,,,,,,,
25,26,Uruguay,Latin America and Caribbean,6.440,1.071,1.425,0.857,0.594,0.193,0.132,2020,,,,,,,,,,
26,27,Saudi Arabia,Middle East and North Africa,6.406,1.334,1.310,0.760,0.548,0.163,0.087,2020,,,,,,,,,,
27,28,Spain,Western Europe,6.401,1.231,1.421,1.051,0.426,0.110,0.165,2020,,,,,,,,,,
28,29,Guatemala,Latin America and Caribbean,6.399,0.754,1.174,0.706,0.613,0.098,0.171,2020,,,,,,,,,,
29,30,Italy,Western Europe,6.387,1.236,1.347,1.023,0.321,0.040,0.170,2020,,,,,,,,,,
30,31,Singapore,Southeast Asia,6.377,1.520,1.395,1.138,0.635,0.533,0.219,2020,,,,,,,,,,
31,32,Brazil,Latin America and Caribbean,6.376,0.953,1.363,0.766,0.483,0.107,0.132,2020,,,,,,,,,,
32,33,Slovenia,Central and Eastern Europe,6.363,1.209,1.465,0.933,0.647,0.077,0.146,2020,,,,,,,,,,
33,34,El Salvador,Latin America and Caribbean,6.348,0.749,1.149,0.753,0.524,0.117,0.119,2020,,,,,,,,,,
34,35,Kosovo,Central and Eastern Europe,6.325,0.840,1.184,0.673,0.557,0.009,0.325,2020,,,,,,,,,,
35,36,Panama,Latin America and Caribbean,6.305,1.098,1.376,0.879,0.580,0.054,0.097,2020,,,,,,,,,,
36,37,Slovakia,Central and Eastern Europe,6.281,1.195,1.424,0.853,0.424,0.011,0.117,2020,,,,,,,,,,
37,38,Uzbekistan,Commonwealth of Independent States,6.258,0.697,1.434,0.717,0.693,0.280,0.363,2020,,,,,,,,,,
38,39,Chile,Latin America and Caribbean,6.228,1.097,1.323,0.889,0.417,0.063,0.156,2020,,,,,,,,,,
39,40,Bahrain,Middle East and North Africa,6.227,1.297,1.315,0.839,0.610,0.127,0.287,2020,,,,,,,,,,
40,41,Lithuania,Central and Eastern Europe,6.215,1.194,1.433,0.795,0.420,0.081,0.054,2020,,,,,,,,,,
41,42,Trinidad and Tobago,Latin America and Caribbean,6.192,1.168,1.407,0.659,0.553,0.015,0.199,2020,,,,,,,,,,
42,43,Poland,Central and Eastern Europe,6.186,1.169,1.310,0.868,0.558,0.161,0.063,2020,,,,,,,,,,
43,44,Colombia,Latin America and Caribbean,6.163,0.932,1.334,0.810,0.527,0.046,0.092,2020,,,,,,,,,,
44,45,Cyprus,Western Europe,6.159,1.213,1.149,1.026,0.459,0.051,0.228,2020,,,,,,,,,,
45,46,Nicaragua,Latin America and Caribbean,6.137,0.620,1.271,0.803,0.560,0.174,0.213,2020,,,,,,,,,,
46,47,Romania,Central and Eastern Europe,6.124,1.120,1.194,0.792,0.535,0.001,0.068,2020,,,,,,,,,,
47,48,Kuwait,Middle East and North Africa,6.102,1.425,1.245,0.776,0.570,0.113,0.133,2020,,,,,,,,,,
48,49,Mauritius,Sub-Saharan Africa,6.101,1.074,1.396,0.763,0.591,0.084,0.187,2020,,,,,,,,,,
49,50,Kazakhstan,Commonwealth of Independent States,6.058,1.123,1.453,0.699,0.497,0.110,0.154,2020,,,,,,,,,,
50,51,Estonia,Central and Eastern Europe,6.022,1.192,1.453,0.843,0.577,0.202,0.125,2020,,,,,,,,,,
51,52,Philippines,Southeast Asia,6.006,0.775,1.245,0.602,0.622,0.130,0.129,2020,,,,,,,,,,
52,53,Hungary,Central and Eastern Europe,6.000,1.164,1.423,0.807,0.386,0.028,0.070,2020,,,,,,,,,,
53,54,Thailand,Southeast Asia,5.999,1.007,1.348,0.794,0.609,0.032,0.377,2020,,,,,,,,,,
54,55,Argentina,Latin America and Caribbean,5.975,1.028,1.373,0.850,0.521,0.060,0.070,2020,,,,,,,,,,
55,56,Honduras,Latin America and Caribbean,5.953,0.599,1.187,0.792,0.568,0.087,0.257,2020,,,,,,,,,,
56,57,Latvia,Central and Eastern Europe,5.950,1.141,1.414,0.778,0.329,0.090,0.075,2020,,,,,,,,,,
57,58,Ecuador,Latin America and Caribbean,5.925,0.853,1.221,0.839,0.555,0.087,0.115,2020,,,,,,,,,,
58,59,Portugal,Western Europe,5.911,1.169,1.340,0.979,0.590,0.028,0.053,2020,,,,,,,,,,
59,60,Jamaica,Latin America and Caribbean,5.890,0.779,1.408,0.788,0.553,0.030,0.116,2020,,,,,,,,,,
60,61,South Korea,East Asia,5.872,1.245,1.134,1.023,0.259,0.095,0.170,2020,,,,,,,,,,
61,62,Japan,East Asia,5.871,1.267,1.332,1.073,0.495,0.181,0.036,2020,,,,,,,,,,
62,63,Peru,Latin America and Caribbean,5.797,0.919,1.208,0.824,0.513,0.027,0.092,2020,,,,,,,,,,
63,64,Serbia,Central and Eastern Europe,5.778,0.988,1.327,0.828,0.395,0.059,0.150,2020,,,,,,,,,,
64,65,Bolivia,Latin America and Caribbean,5.747,0.731,1.142,0.662,0.574,0.073,0.138,2020,,,,,,,,,,
65,66,Pakistan,South Asia,5.693,0.617,0.873,0.470,0.405,0.123,0.229,2020,,,,,,,,,,
66,67,Paraguay,Latin America and Caribbean,5.692,0.898,1.368,0.736,0.587,0.065,0.204,2020,,,,,,,,,,
67,68,Dominican Republic,Latin America and Caribbean,5.689,0.983,1.329,0.742,0.563,0.116,0.112,2020,,,,,,,,,,
68,69,Bosnia and Herzegovina,Central and Eastern Europe,5.674,0.918,1.204,0.814,0.305,0.001,0.264,2020,,,,,,,,,,
69,70,Moldova,Commonwealth of Independent States,5.608,0.708,1.237,0.713,0.390,0.014,0.174,2020,,,,,,,,,,
70,71,Tajikistan,Commonwealth of Independent States,5.556,0.475,1.218,0.681,0.521,0.222,0.182,2020,,,,,,,,,,
71,72,Montenegro,Central and Eastern Europe,5.546,1.010,1.266,0.839,0.303,0.098,0.149,2020,,,,,,,,,,
72,73,Russia,Commonwealth of Independent States,5.546,1.127,1.379,0.680,0.399,0.046,0.099,2020,,,,,,,,,,
73,74,Kyrgyzstan,Commonwealth of Independent States,5.542,0.513,1.341,0.681,0.615,0.030,0.301,2020,,,,,,,,,,
74,75,Belarus,Commonwealth of Independent States,5.540,1.019,1.387,0.753,0.291,0.194,0.090,2020,,,,,,,,,,
75,76,North Cyprus,Western Europe,5.536,1.213,1.183,1.026,0.478,0.200,0.199,2020,,,,,,,,,,
76,77,Greece,Western Europe,5.515,1.128,1.169,0.979,0.174,0.049,0.000,2020,,,,,,,,,,
77,78,Hong Kong S.A.R. of China,East Asia,5.510,1.377,1.244,1.137,0.459,0.332,0.288,2020,,,,,,,,,,
78,79,Croatia,Central and Eastern Europe,5.505,1.109,1.311,0.901,0.381,0.012,0.114,2020,,,,,,,,,,
79,80,Libya,Middle East and North Africa,5.489,1.022,1.196,0.616,0.451,0.172,0.143,2020,,,,,,,,,,
80,81,Mongolia,East Asia,5.456,0.905,1.459,0.616,0.356,0.047,0.264,2020,,,,,,,,,,
81,82,Malaysia,Southeast Asia,5.384,1.168,1.174,0.789,0.597,0.062,0.275,2020,,,,,,,,,,
82,83,Vietnam,Southeast Asia,5.353,0.718,1.253,0.819,0.651,0.090,0.136,2020,,,,,,,,,,
83,84,Indonesia,Southeast Asia,5.286,0.892,1.155,0.610,0.568,0.038,0.543,2020,,,,,,,,,,
84,85,Ivory Coast,Sub-Saharan Africa,5.233,0.537,0.800,0.155,0.397,0.093,0.170,2020,,,,,,,,,,
85,86,Benin,Sub-Saharan Africa,5.216,0.366,0.352,0.328,0.406,0.126,0.197,2020,,,,,,,,,,
86,87,Maldives,South Asia,5.198,0.938,1.402,0.914,0.548,0.072,0.224,2020,,,,,,,,,,
87,88,Congo (Brazzaville),Sub-Saharan Africa,5.194,0.634,0.758,0.458,0.387,0.119,0.117,2020,,,,,,,,,,
88,89,Azerbaijan,Commonwealth of Independent States,5.165,0.990,1.181,0.731,0.468,0.247,0.040,2020,,,,,,,,,,
89,90,Macedonia,Central and Eastern Europe,5.160,0.935,1.183,0.803,0.410,0.025,0.186,2020,,,,,,,,,,
90,91,Ghana,Sub-Saharan Africa,5.148,0.576,0.966,0.432,0.477,0.057,0.261,2020,,,,,,,,,,
91,92,Nepal,South Asia,5.137,0.444,1.101,0.669,0.481,0.128,0.301,2020,,,,,,,,,,
92,93,Turkey,Middle East and North Africa,5.132,1.127,1.197,0.781,0.254,0.121,0.086,2020,,,,,,,,,,
93,94,China,East Asia,5.124,0.991,1.132,0.867,0.602,0.117,0.079,2020,,,,,,,,,,
94,95,Turkmenistan,Commonwealth of Independent States,5.119,1.009,1.510,0.612,0.515,0.034,0.323,2020,,,,,,,,,,
95,96,Bulgaria,Central and Eastern Europe,5.102,1.047,1.461,0.778,0.418,0.000,0.104,2020,,,,,,,,,,
96,97,Morocco,Middle East and North Africa,5.095,0.759,0.645,0.745,0.450,0.077,0.040,2020,,,,,,,,,,
97,98,Cameroon,Sub-Saharan Africa,5.085,0.504,0.900,0.270,0.439,0.054,0.198,2020,,,,,,,,,,
98,99,Venezuela,Latin America and Caribbean,5.053,0.770,1.349,0.767,0.272,0.064,0.087,2020,,,,,,,,,,
99,100,Algeria,Middle East and North Africa,5.005,0.944,1.143,0.745,0.084,0.129,0.119,2020,,,,,,,,,,
100,101,Senegal,Sub-Saharan Africa,4.981,0.504,0.955,0.518,0.352,0.082,0.164,2020,,,,,,,,,,
101,102,Guinea,Sub-Saharan Africa,4.949,0.390,0.751,0.334,0.372,0.112,0.249,2020,,,,,,,,,,
102,103,Niger,Sub-Saharan Africa,4.910,0.108,0.704,0.299,0.435,0.138,0.208,2020,,,,,,,,,,
103,104,Laos,Southeast Asia,4.889,0.715,0.987,0.486,0.612,0.194,0.273,2020,,,,,,,,,,
104,105,Albania,Central and Eastern Europe,4.883,0.907,0.830,0.846,0.462,0.025,0.171,2020,,,,,,,,,,
105,106,Cambodia,Southeast Asia,4.848,0.545,1.071,0.588,0.675,0.073,0.233,2020,,,,,,,,,,
106,107,Bangladesh,South Asia,4.833,0.556,0.869,0.695,0.604,0.177,0.177,2020,,,,,,,,,,
107,108,Gabon,Sub-Saharan Africa,4.829,0.988,1.106,0.523,0.369,0.056,0.052,2020,,,,,,,,,,
108,109,South Africa,Sub-Saharan Africa,4.814,0.902,1.259,0.407,0.435,0.060,0.126,2020,,,,,,,,,,
109,110,Iraq,Middle East and North Africa,4.785,0.982,1.011,0.529,0.284,0.073,0.153,2020,,,,,,,,,,
110,111,Lebanon,Middle East and North Africa,4.772,0.889,1.192,0.789,0.186,0.022,0.159,2020,,,,,,,,,,
111,112,Burkina Faso,Sub-Saharan Africa,4.769,0.302,0.929,0.313,0.322,0.126,0.186,2020,,,,,,,,,,
112,113,Gambia,Sub-Saharan Africa,4.751,0.257,0.883,0.353,0.403,0.158,0.426,2020,,,,,,,,,,
113,114,Mali,Sub-Saharan Africa,4.729,0.352,0.973,0.235,0.378,0.062,0.170,2020,,,,,,,,,,
114,115,Nigeria,Sub-Saharan Africa,4.724,0.646,0.987,0.168,0.435,0.048,0.221,2020,,,,,,,,,,
115,116,Armenia,Commonwealth of Independent States,4.677,0.808,1.035,0.776,0.378,0.105,0.107,2020,,,,,,,,,,
116,117,Georgia,Commonwealth of Independent States,4.673,0.847,0.731,0.695,0.485,0.174,0.048,2020,,,,,,,,,,
117,118,Iran,Middle East and North Africa,4.672,1.029,0.886,0.749,0.301,0.143,0.277,2020,,,,,,,,,,
118,119,Jordan,Middle East and North Africa,4.633,0.785,1.140,0.778,0.425,0.152,0.091,2020,,,,,,,,,,
119,120,Mozambique,Sub-Saharan Africa,4.624,0.179,0.955,0.324,0.561,0.163,0.220,2020,,,,,,,,,,
120,121,Kenya,Sub-Saharan Africa,4.583,0.476,0.905,0.536,0.519,0.067,0.394,2020,,,,,,,,,,
121,122,Namibia,Sub-Saharan Africa,4.571,0.840,1.246,0.407,0.445,0.054,0.076,2020,,,,,,,,,,
122,123,Ukraine,Commonwealth of Independent States,4.561,0.780,1.321,0.699,0.319,0.010,0.179,2020,,,,,,,,,,
123,124,Liberia,Sub-Saharan Africa,4.558,0.174,0.921,0.392,0.406,0.051,0.227,2020,,,,,,,,,,
124,125,Palestinian Territories,Middle East and North Africa,4.553,0.588,1.195,0.614,0.299,0.072,0.092,2020,,,,,,,,,,
125,126,Uganda,Sub-Saharan Africa,4.432,0.312,1.052,0.378,0.402,0.064,0.265,2020,,,,,,,,,,
126,127,Chad,Sub-Saharan Africa,4.423,0.302,0.739,0.109,0.229,0.086,0.211,2020,,,,,,,,,,
127,128,Tunisia,Middle East and North Africa,4.392,0.875,0.872,0.781,0.236,0.044,0.056,2020,,,,,,,,,,
128,129,Mauritania,Sub-Saharan Africa,4.375,0.540,1.113,0.425,0.186,0.122,0.129,2020,,,,,,,,,,
129,130,Sri Lanka,South Asia,4.327,0.898,1.195,0.792,0.529,0.049,0.253,2020,,,,,,,,,,
130,131,Congo (Kinshasa),Sub-Saharan Africa,4.311,0.062,0.833,0.277,0.365,0.081,0.254,2020,,,,,,,,,,
131,132,Swaziland,Sub-Saharan Africa,4.308,0.828,1.065,0.216,0.300,0.147,0.067,2020,,,,,,,,,,
132,133,Myanmar,Southeast Asia,4.308,0.678,1.098,0.495,0.597,0.188,0.570,2020,,,,,,,,,,
133,134,Comoros,Sub-Saharan Africa,4.289,0.416,0.723,0.437,0.181,0.100,0.259,2020,,,,,,,,,,
